Date,Time,Station,Temp,SpCond,Cond,Salinity,ODO%YSI,ODO%Local,ODO Conc,Measured Depth,Depth Offset,Measured BAR,Corrected Depth,Comments
12-May-2009,16:15:32,MiddleRd,17.91,1.080,0.934,0.54,93.0,92.3,8.79,2.214,0.0816,1021,2.217,YSI 6600 sonde redeployed for 2009 season
12-May-2009,16:30:32,MiddleRd,17.97,0.891,0.771,0.44,93.0,92.3,8.79,2.111,0.0816,1021,2.114,NA
12-May-2009,16:45:32,MiddleRd,18.02,0.750,0.650,0.37,93.5,92.8,8.83,2.002,0.0816,1022,1.994,NA
12-May-2009,17:00:32,MiddleRd,18.04,0.666,0.577,0.33,93.9,93.2,8.86,1.888,0.0816,1022,1.880,NA
12-May-2009,17:15:32,MiddleRd,18.08,0.570,0.495,0.28,94.5,93.7,8.92,1.775,0.0816,1022,1.767,NA
12-May-2009,17:30:32,MiddleRd,18.11,0.505,0.439,0.24,94.9,94.2,8.96,1.665,0.0816,1022,1.657,NA
12-May-2009,17:45:32,MiddleRd,18.11,0.468,0.407,0.23,95.2,94.5,8.98,1.561,0.0816,1022,1.553,NA
12-May-2009,18:00:32,MiddleRd,18.08,0.433,0.376,0.21,95.2,94.5,8.99,1.460,0.0816,1022,1.452,NA
12-May-2009,18:15:32,MiddleRd,18.07,0.389,0.337,0.19,95.6,94.8,9.02,1.361,0.0816,1022,1.353,NA
12-May-2009,18:30:32,MiddleRd,18.03,0.374,0.324,0.18,95.5,94.8,9.02,1.265,0.0816,1022,1.257,NA
12-May-2009,18:45:32,MiddleRd,17.96,0.351,0.304,0.17,95.4,94.7,9.03,1.171,0.0816,1022,1.163,NA
12-May-2009,19:00:32,MiddleRd,17.90,0.341,0.295,0.16,95.3,94.5,9.03,1.084,0.0816,1023,1.066,NA
12-May-2009,19:15:32,MiddleRd,17.82,0.334,0.288,0.16,95.3,94.5,9.04,0.999,0.0816,1023,0.981,NA
12-May-2009,19:30:32,MiddleRd,17.77,0.327,0.282,0.16,95.5,94.8,9.08,0.916,0.0816,1023,0.898,NA
12-May-2009,19:45:32,MiddleRd,17.72,0.323,0.278,0.15,95.6,94.9,9.10,0.839,0.0816,1023,0.821,NA
12-May-2009,20:00:32,MiddleRd,17.70,0.317,0.273,0.15,96.1,95.3,9.14,0.768,0.0816,1023,0.750,NA
12-May-2009,20:15:32,MiddleRd,17.73,0.312,0.269,0.15,96.6,95.9,9.19,0.706,0.0816,1023,0.688,NA
12-May-2009,20:30:32,MiddleRd,17.83,0.306,0.265,0.15,97.6,96.8,9.26,0.650,0.0816,1023,0.632,NA
12-May-2009,20:45:32,MiddleRd,17.88,0.305,0.264,0.15,97.8,97.1,9.28,0.615,0.0816,1024,0.587,NA
12-May-2009,21:00:32,MiddleRd,17.90,0.304,0.263,0.15,97.8,97.1,9.27,0.626,0.0816,1024,0.598,NA
12-May-2009,21:15:32,MiddleRd,17.89,0.304,0.263,0.15,97.6,96.9,9.26,0.704,0.0816,1024,0.676,NA
12-May-2009,21:30:32,MiddleRd,17.79,0.307,0.265,0.15,97.0,96.3,9.22,0.818,0.0816,1024,0.790,NA
12-May-2009,21:45:32,MiddleRd,17.70,0.312,0.268,0.15,96.1,95.4,9.15,0.936,0.0816,1024,0.908,NA
12-May-2009,22:00:32,MiddleRd,17.62,0.316,0.271,0.15,95.3,94.6,9.09,1.057,0.0816,1024,1.029,NA
12-May-2009,22:15:32,MiddleRd,17.54,0.321,0.275,0.15,94.5,93.8,9.03,1.176,0.0816,1024,1.148,NA
12-May-2009,22:30:32,MiddleRd,17.49,0.328,0.281,0.16,93.7,93.0,8.95,1.301,0.0816,1024,1.273,NA
12-May-2009,22:45:32,MiddleRd,17.46,0.333,0.285,0.16,93.0,92.3,8.90,1.428,0.0816,1024,1.400,NA
12-May-2009,23:00:32,MiddleRd,17.52,0.344,0.295,0.16,92.4,91.7,8.83,1.573,0.0816,1024,1.545,NA
12-May-2009,23:15:32,MiddleRd,17.52,0.359,0.308,0.17,91.9,91.2,8.78,1.723,0.0816,1024,1.695,NA
12-May-2009,23:30:32,MiddleRd,17.60,0.386,0.331,0.19,91.5,90.7,8.72,1.888,0.0816,1025,1.850,NA
12-May-2009,23:45:32,MiddleRd,17.59,0.414,0.356,0.20,90.9,90.2,8.67,2.054,0.0816,1025,2.016,NA
13-May-2009,0:00:32,MiddleRd,17.64,0.496,0.426,0.24,90.2,89.5,8.59,2.235,0.0816,1025,2.197,NA
13-May-2009,0:15:32,MiddleRd,17.59,0.590,0.506,0.29,89.3,88.6,8.51,2.407,0.0816,1025,2.369,NA
13-May-2009,0:30:32,MiddleRd,17.53,0.792,0.679,0.39,88.4,87.7,8.43,2.565,0.0816,1025,2.527,NA
13-May-2009,0:45:32,MiddleRd,17.45,1.116,0.955,0.56,87.5,86.8,8.35,2.715,0.0816,1025,2.677,NA
13-May-2009,1:00:32,MiddleRd,17.34,1.610,1.375,0.82,86.9,86.2,8.30,2.854,0.0816,1025,2.816,NA
13-May-2009,1:15:32,MiddleRd,17.19,2.708,2.304,1.41,86.3,85.7,8.24,2.965,0.0816,1025,2.927,NA
13-May-2009,1:30:32,MiddleRd,17.04,3.823,3.242,2.03,86.1,85.4,8.21,3.054,0.0816,1025,3.016,NA
13-May-2009,1:45:32,MiddleRd,16.94,4.510,3.815,2.42,85.9,85.2,8.19,3.115,0.0816,1025,3.077,NA
13-May-2009,2:00:32,MiddleRd,16.87,5.228,4.416,2.83,85.6,85.0,8.16,3.149,0.0816,1025,3.111,NA
13-May-2009,2:15:32,MiddleRd,16.78,6.253,5.271,3.43,85.1,84.5,8.10,3.163,0.0816,1026,3.115,NA
13-May-2009,2:30:32,MiddleRd,16.74,6.528,5.499,3.59,85.0,84.4,8.09,3.156,0.0816,1026,3.108,NA
13-May-2009,2:45:32,MiddleRd,16.71,6.863,5.777,3.78,84.6,83.9,8.04,3.112,0.0816,1026,3.064,NA
13-May-2009,3:00:32,MiddleRd,16.76,5.920,4.989,3.23,84.7,84.1,8.07,3.026,0.0816,1026,2.978,NA
13-May-2009,3:15:32,MiddleRd,16.79,4.869,4.106,2.63,84.9,84.3,8.12,2.909,0.0816,1026,2.861,NA
13-May-2009,3:30:32,MiddleRd,16.85,4.224,3.567,2.26,84.9,84.3,8.12,2.783,0.0816,1026,2.735,NA
13-May-2009,3:45:32,MiddleRd,16.93,3.455,2.922,1.82,85.0,84.3,8.13,2.656,0.0816,1027,2.597,NA
13-May-2009,4:00:32,MiddleRd,16.99,2.647,2.242,1.38,84.9,84.2,8.14,2.535,0.0816,1027,2.476,NA
13-May-2009,4:15:32,MiddleRd,17.03,1.978,1.677,1.01,84.9,84.3,8.16,2.416,0.0816,1027,2.357,NA
13-May-2009,4:30:32,MiddleRd,17.06,1.507,1.278,0.76,85.1,84.4,8.17,2.298,0.0816,1027,2.239,NA
13-May-2009,4:45:32,MiddleRd,17.07,1.138,0.966,0.57,85.3,84.6,8.20,2.176,0.0816,1027,2.117,NA
13-May-2009,5:00:32,MiddleRd,17.06,0.899,0.763,0.44,85.4,84.8,8.22,2.053,0.0816,1028,1.984,NA
13-May-2009,5:15:32,MiddleRd,17.03,0.733,0.621,0.36,85.7,85.0,8.26,1.923,0.0816,1028,1.854,NA
13-May-2009,5:30:32,MiddleRd,16.99,0.590,0.500,0.29,86.0,85.3,8.30,1.801,0.0816,1028,1.732,NA
13-May-2009,5:45:32,MiddleRd,16.93,0.508,0.430,0.25,86.3,85.6,8.34,1.680,0.0816,1028,1.611,NA
13-May-2009,6:00:32,MiddleRd,16.87,0.443,0.374,0.21,86.7,86.0,8.39,1.566,0.0816,1028,1.497,NA
13-May-2009,6:15:32,MiddleRd,16.83,0.405,0.342,0.20,87.2,86.5,8.45,1.453,0.0816,1028,1.384,NA
13-May-2009,6:30:32,MiddleRd,16.80,0.379,0.320,0.18,87.8,87.1,8.51,1.348,0.0816,1028,1.279,NA
13-May-2009,6:45:32,MiddleRd,16.80,0.363,0.306,0.17,88.3,87.6,8.56,1.245,0.0816,1028,1.176,NA
13-May-2009,7:00:32,MiddleRd,16.80,0.348,0.294,0.17,88.8,88.1,8.61,1.149,0.0816,1028,1.080,NA
13-May-2009,7:15:32,MiddleRd,16.84,0.343,0.289,0.16,89.5,88.8,8.67,1.054,0.0816,1028,0.985,NA
13-May-2009,7:30:32,MiddleRd,16.83,0.329,0.278,0.16,89.7,89.0,8.70,0.961,0.0816,1028,0.892,NA
13-May-2009,7:45:32,MiddleRd,16.86,0.324,0.274,0.16,90.2,89.5,8.73,0.873,0.0816,1028,0.804,NA
13-May-2009,8:00:32,MiddleRd,16.85,0.319,0.269,0.15,90.4,89.7,8.75,0.788,0.0816,1028,0.719,NA
13-May-2009,8:15:32,MiddleRd,16.82,0.314,0.265,0.15,90.2,89.5,8.74,0.710,0.0816,1029,0.631,NA
13-May-2009,8:30:32,MiddleRd,16.82,0.312,0.264,0.15,90.5,89.8,8.77,0.635,0.0816,1029,0.556,NA
13-May-2009,8:45:32,MiddleRd,16.75,0.309,0.260,0.15,90.4,89.7,8.77,0.562,0.0816,1029,0.483,NA
13-May-2009,9:00:32,MiddleRd,16.70,0.307,0.258,0.15,90.4,89.7,8.78,0.495,0.0816,1029,0.416,NA
13-May-2009,9:15:32,MiddleRd,16.72,0.306,0.258,0.15,90.5,89.8,8.79,0.434,0.0816,1029,0.355,NA
13-May-2009,9:30:32,MiddleRd,16.74,0.306,0.258,0.15,90.8,90.1,8.81,0.378,0.0816,1029,0.299,NA
13-May-2009,9:45:32,MiddleRd,16.77,0.307,0.259,0.15,91.2,90.5,8.85,0.336,0.0816,1029,0.257,NA
13-May-2009,10:00:32,MiddleRd,16.80,0.304,0.257,0.15,91.7,91.0,8.90,0.330,0.0816,1029,0.251,NA
13-May-2009,10:15:32,MiddleRd,16.63,0.301,0.253,0.14,91.4,90.7,8.89,0.421,0.0816,1029,0.342,NA
13-May-2009,10:30:32,MiddleRd,16.61,0.301,0.253,0.14,91.0,90.3,8.86,0.532,0.0816,1029,0.453,NA
13-May-2009,10:45:32,MiddleRd,16.69,0.303,0.255,0.14,91.2,90.5,8.87,0.639,0.0816,1029,0.560,NA
13-May-2009,11:00:32,MiddleRd,16.80,0.306,0.258,0.15,91.9,91.2,8.91,0.749,0.0816,1029,0.670,NA
13-May-2009,11:15:32,MiddleRd,16.91,0.308,0.260,0.15,92.4,91.7,8.94,0.867,0.0816,1029,0.788,NA
13-May-2009,11:30:32,MiddleRd,17.08,0.312,0.265,0.15,93.4,92.7,9.01,0.998,0.0816,1029,0.919,NA
13-May-2009,11:45:32,MiddleRd,17.26,0.319,0.272,0.15,94.5,93.8,9.08,1.139,0.0816,1029,1.060,NA
13-May-2009,12:00:32,MiddleRd,17.45,0.327,0.280,0.16,96.5,95.7,9.23,1.285,0.0816,1029,1.206,NA
13-May-2009,12:15:32,MiddleRd,17.53,0.339,0.291,0.16,96.9,96.2,9.26,1.444,0.0816,1028,1.375,NA
13-May-2009,12:30:32,MiddleRd,17.52,0.356,0.306,0.17,96.8,96.1,9.25,1.613,0.0816,1028,1.544,NA
13-May-2009,12:45:32,MiddleRd,17.56,0.378,0.324,0.18,97.2,96.4,9.27,1.781,0.0816,1028,1.712,NA
13-May-2009,13:00:32,MiddleRd,17.64,0.413,0.355,0.20,97.3,96.6,9.27,1.952,0.0816,1029,1.873,NA
13-May-2009,13:15:32,MiddleRd,17.69,0.478,0.411,0.23,97.1,96.4,9.24,2.127,0.0816,1029,2.048,NA
13-May-2009,13:30:32,MiddleRd,17.73,0.558,0.481,0.27,96.5,95.8,9.18,2.291,0.0816,1029,2.212,NA
13-May-2009,13:45:32,MiddleRd,17.75,0.654,0.563,0.32,96.0,95.2,9.12,2.447,0.0816,1029,2.368,NA
13-May-2009,14:00:32,MiddleRd,17.79,0.848,0.731,0.42,95.9,95.2,9.09,2.586,0.0816,1029,2.507,NA
13-May-2009,14:15:32,MiddleRd,17.80,1.307,1.127,0.66,96.0,95.3,9.09,2.704,0.0816,1028,2.635,NA
13-May-2009,14:30:32,MiddleRd,17.70,2.084,1.793,1.07,95.6,94.9,9.05,2.796,0.0816,1028,2.727,NA
13-May-2009,14:45:32,MiddleRd,17.66,2.586,2.224,1.34,95.7,95.0,9.05,2.859,0.0816,1028,2.790,NA
13-May-2009,15:00:32,MiddleRd,17.51,3.454,2.959,1.82,94.5,93.8,8.94,2.885,0.0816,1028,2.816,NA
13-May-2009,15:15:32,MiddleRd,17.52,3.626,3.108,1.92,94.2,93.5,8.90,2.845,0.0816,1028,2.776,NA
13-May-2009,15:30:32,MiddleRd,17.70,2.954,2.542,1.55,96.3,95.5,9.09,2.758,0.0816,1028,2.689,NA
13-May-2009,15:45:32,MiddleRd,17.72,2.776,2.390,1.45,96.6,95.8,9.12,2.639,0.0816,1028,2.570,NA
13-May-2009,16:00:32,MiddleRd,17.78,2.358,2.033,1.22,97.1,96.3,9.17,2.526,0.0816,1028,2.457,NA
13-May-2009,16:15:32,MiddleRd,17.85,1.899,1.639,0.97,97.7,97.0,9.23,2.418,0.0816,1028,2.349,NA
13-May-2009,16:30:32,MiddleRd,17.91,1.422,1.229,0.72,98.3,97.5,9.28,2.328,0.0816,1028,2.259,NA
13-May-2009,16:45:32,MiddleRd,17.93,1.161,1.004,0.58,98.8,98.0,9.34,2.237,0.0816,1028,2.168,NA
13-May-2009,17:00:32,MiddleRd,17.94,1.022,0.884,0.51,99.5,98.7,9.40,2.142,0.0816,1028,2.073,NA
13-May-2009,17:15:32,MiddleRd,17.95,0.810,0.701,0.40,100.0,99.2,9.45,2.045,0.0816,1028,1.976,NA
13-May-2009,17:30:32,MiddleRd,17.94,0.719,0.622,0.35,100.3,99.5,9.48,1.940,0.0816,1028,1.871,NA
13-May-2009,17:45:32,MiddleRd,17.92,0.617,0.533,0.30,100.7,100.0,9.54,1.842,0.0816,1028,1.773,NA
13-May-2009,18:00:32,MiddleRd,17.90,0.550,0.475,0.27,101.0,100.2,9.57,1.734,0.0816,1028,1.665,NA
13-May-2009,18:15:32,MiddleRd,17.87,0.504,0.435,0.24,101.1,100.3,9.58,1.636,0.0816,1028,1.567,NA
13-May-2009,18:30:32,MiddleRd,17.85,0.445,0.384,0.21,101.3,100.5,9.61,1.534,0.0816,1028,1.465,NA
13-May-2009,18:45:32,MiddleRd,17.81,0.413,0.356,0.20,101.2,100.4,9.60,1.436,0.0816,1028,1.367,NA
13-May-2009,19:00:32,MiddleRd,17.76,0.384,0.331,0.18,100.9,100.1,9.59,1.340,0.0816,1028,1.271,NA
13-May-2009,19:15:32,MiddleRd,17.69,0.367,0.316,0.18,100.3,99.6,9.55,1.251,0.0816,1028,1.182,NA
13-May-2009,19:30:32,MiddleRd,17.64,0.351,0.301,0.17,99.8,99.0,9.51,1.164,0.0816,1028,1.095,NA
13-May-2009,19:45:32,MiddleRd,17.54,0.345,0.295,0.17,99.2,98.5,9.47,1.084,0.0816,1029,1.005,NA
13-May-2009,20:00:32,MiddleRd,17.52,0.337,0.289,0.16,98.9,98.2,9.45,1.006,0.0816,1029,0.927,NA
13-May-2009,20:15:32,MiddleRd,17.44,0.330,0.282,0.16,98.6,97.8,9.43,0.931,0.0816,1029,0.852,NA
13-May-2009,20:30:32,MiddleRd,17.40,0.327,0.280,0.16,98.3,97.5,9.41,0.861,0.0816,1029,0.782,NA
13-May-2009,20:45:32,MiddleRd,17.36,0.322,0.275,0.15,98.5,97.7,9.44,0.793,0.0816,1029,0.714,NA
13-May-2009,21:00:32,MiddleRd,17.33,0.322,0.274,0.15,98.3,97.6,9.43,0.734,0.0816,1029,0.655,NA
13-May-2009,21:15:32,MiddleRd,17.33,0.320,0.273,0.15,98.4,97.6,9.43,0.681,0.0816,1029,0.602,NA
13-May-2009,21:30:32,MiddleRd,17.32,0.318,0.272,0.15,98.5,97.7,9.45,0.647,0.0816,1029,0.568,NA
13-May-2009,21:45:32,MiddleRd,17.32,0.317,0.271,0.15,98.5,97.7,9.45,0.674,0.0816,1029,0.595,NA
13-May-2009,22:00:32,MiddleRd,17.39,0.315,0.269,0.15,98.9,98.2,9.48,0.763,0.0816,1029,0.684,NA
13-May-2009,22:15:32,MiddleRd,17.35,0.317,0.270,0.15,98.3,97.6,9.42,0.880,0.0816,1029,0.801,NA
13-May-2009,22:30:32,MiddleRd,17.31,0.319,0.272,0.15,97.8,97.0,9.38,0.994,0.0816,1030,0.905,NA
13-May-2009,22:45:32,MiddleRd,17.24,0.322,0.274,0.15,97.1,96.4,9.33,1.107,0.0816,1029,1.028,NA
13-May-2009,23:00:32,MiddleRd,17.18,0.326,0.277,0.16,96.4,95.7,9.28,1.221,0.0816,1030,1.132,NA
13-May-2009,23:15:32,MiddleRd,17.14,0.331,0.281,0.16,95.9,95.1,9.23,1.341,0.0816,1029,1.262,NA
13-May-2009,23:30:32,MiddleRd,17.15,0.337,0.287,0.16,95.5,94.8,9.20,1.469,0.0816,1029,1.390,NA
13-May-2009,23:45:32,MiddleRd,17.21,0.346,0.295,0.17,95.6,94.8,9.19,1.605,0.0816,1029,1.526,NA
14-May-2009,0:00:32,MiddleRd,17.29,0.363,0.309,0.17,95.9,95.1,9.20,1.752,0.0816,1029,1.673,NA
14-May-2009,0:15:32,MiddleRd,17.32,0.387,0.330,0.19,96.0,95.2,9.20,1.908,0.0816,1029,1.829,NA
14-May-2009,0:30:32,MiddleRd,17.36,0.418,0.357,0.20,95.9,95.2,9.19,2.068,0.0816,1029,1.989,NA
14-May-2009,0:45:31,MiddleRd,17.39,0.503,0.430,0.24,95.6,94.9,9.16,2.230,0.0816,1029,2.151,NA
14-May-2009,1:00:32,MiddleRd,17.38,0.575,0.492,0.28,95.0,94.3,9.10,2.390,0.0816,1029,2.311,NA
14-May-2009,1:15:32,MiddleRd,17.37,0.732,0.625,0.36,94.2,93.5,9.02,2.544,0.0816,1028,2.475,NA
14-May-2009,1:30:32,MiddleRd,17.33,1.148,0.980,0.57,93.3,92.6,8.93,2.688,0.0816,1029,2.609,NA
14-May-2009,1:45:32,MiddleRd,17.26,1.717,1.463,0.87,92.5,91.8,8.84,2.824,0.0816,1029,2.745,NA
14-May-2009,2:00:32,MiddleRd,17.17,2.826,2.403,1.48,91.6,90.9,8.75,2.941,0.0816,1029,2.862,NA
14-May-2009,2:15:32,MiddleRd,17.06,4.061,3.445,2.16,91.1,90.4,8.69,3.026,0.0816,1029,2.947,NA
14-May-2009,2:30:32,MiddleRd,16.97,5.106,4.323,2.76,90.4,89.7,8.60,3.090,0.0816,1029,3.011,NA
14-May-2009,2:45:32,MiddleRd,16.91,5.781,4.888,3.15,90.0,89.3,8.55,3.128,0.0816,1029,3.049,NA
14-May-2009,3:00:32,MiddleRd,16.84,6.913,5.835,3.81,89.3,88.6,8.46,3.140,0.0816,1029,3.061,NA
14-May-2009,3:15:32,MiddleRd,16.82,7.142,6.026,3.95,88.8,88.1,8.41,3.115,0.0816,1029,3.036,NA
14-May-2009,3:30:32,MiddleRd,16.81,7.021,5.923,3.88,88.8,88.1,8.41,3.043,0.0816,1029,2.964,NA
14-May-2009,3:45:32,MiddleRd,16.85,5.460,4.611,2.97,89.3,88.7,8.51,2.936,0.0816,1029,2.857,NA
14-May-2009,4:00:32,MiddleRd,16.91,4.654,3.934,2.50,89.7,89.0,8.56,2.818,0.0816,1029,2.739,NA
14-May-2009,4:15:32,MiddleRd,16.96,3.883,3.287,2.06,89.9,89.2,8.59,2.701,0.0816,1029,2.622,NA
14-May-2009,4:30:32,MiddleRd,16.99,3.188,2.701,1.68,90.0,89.3,8.62,2.592,0.0816,1029,2.513,NA
14-May-2009,4:45:32,MiddleRd,17.01,2.554,2.164,1.33,90.3,89.6,8.65,2.479,0.0816,1029,2.400,NA
14-May-2009,5:00:32,MiddleRd,17.06,1.822,1.545,0.93,90.6,89.9,8.69,2.373,0.0816,1029,2.294,NA
14-May-2009,5:15:32,MiddleRd,17.04,1.477,1.253,0.75,90.8,90.1,8.73,2.259,0.0816,1029,2.180,NA
14-May-2009,5:30:32,MiddleRd,17.05,1.118,0.948,0.56,91.0,90.3,8.76,2.144,0.0816,1029,2.065,NA
14-May-2009,5:45:32,MiddleRd,17.02,0.863,0.731,0.43,91.2,90.5,8.79,2.025,0.0816,1029,1.946,NA
14-May-2009,6:00:32,MiddleRd,17.00,0.739,0.626,0.36,91.4,90.7,8.82,1.907,0.0816,1029,1.828,NA
14-May-2009,6:15:32,MiddleRd,16.97,0.607,0.514,0.30,91.7,91.0,8.85,1.788,0.0816,1029,1.709,NA
14-May-2009,6:30:32,MiddleRd,16.94,0.528,0.447,0.26,91.9,91.2,8.88,1.677,0.0816,1029,1.598,NA
14-May-2009,6:45:32,MiddleRd,16.88,0.451,0.381,0.22,92.0,91.3,8.91,1.568,0.0816,1029,1.489,NA
14-May-2009,7:00:32,MiddleRd,16.85,0.410,0.346,0.20,92.3,91.6,8.94,1.464,0.0816,1029,1.385,NA
14-May-2009,7:15:32,MiddleRd,16.83,0.391,0.330,0.19,92.6,91.9,8.97,1.362,0.0816,1029,1.283,NA
14-May-2009,7:30:32,MiddleRd,16.81,0.375,0.316,0.18,92.9,92.1,9.00,1.264,0.0816,1029,1.185,NA
14-May-2009,7:45:32,MiddleRd,16.84,0.356,0.300,0.17,93.4,92.6,9.04,1.171,0.0816,1029,1.092,NA
14-May-2009,8:00:32,MiddleRd,16.87,0.346,0.293,0.17,93.8,93.1,9.08,1.079,0.0816,1029,1.000,NA
14-May-2009,8:15:32,MiddleRd,16.97,0.341,0.289,0.16,94.7,94.0,9.16,0.992,0.0816,1028,0.923,NA
14-May-2009,8:30:32,MiddleRd,16.95,0.335,0.283,0.16,94.8,94.1,9.17,0.905,0.0816,1028,0.836,NA
14-May-2009,8:45:32,MiddleRd,17.04,0.330,0.280,0.16,95.2,94.5,9.19,0.826,0.0816,1028,0.757,NA
14-May-2009,9:00:32,MiddleRd,17.06,0.324,0.275,0.16,95.2,94.4,9.18,0.750,0.0816,1028,0.681,NA
14-May-2009,9:15:32,MiddleRd,17.04,0.321,0.272,0.15,94.9,94.2,9.16,0.679,0.0816,1028,0.610,NA
14-May-2009,9:30:32,MiddleRd,17.01,0.318,0.270,0.15,94.8,94.0,9.15,0.611,0.0816,1028,0.542,NA
14-May-2009,9:45:32,MiddleRd,16.97,0.315,0.267,0.15,94.4,93.7,9.12,0.540,0.0816,1028,0.471,NA
14-May-2009,10:00:32,MiddleRd,16.94,0.313,0.265,0.15,94.3,93.6,9.12,0.483,0.0816,1028,0.414,NA
14-May-2009,10:15:32,MiddleRd,16.85,0.312,0.263,0.15,93.9,93.2,9.10,0.441,0.0816,1028,0.372,NA
14-May-2009,10:30:32,MiddleRd,16.77,0.310,0.261,0.15,93.4,92.7,9.06,0.415,0.0816,1028,0.346,NA
14-May-2009,10:45:32,MiddleRd,16.77,0.310,0.261,0.15,93.6,92.9,9.09,0.449,0.0816,1028,0.380,NA
14-May-2009,11:00:32,MiddleRd,16.81,0.314,0.265,0.15,93.6,92.9,9.07,0.538,0.0816,1027,0.479,NA
14-May-2009,11:15:32,MiddleRd,16.72,0.308,0.260,0.15,93.1,92.4,9.05,0.639,0.0816,1027,0.580,NA
14-May-2009,11:30:32,MiddleRd,16.83,0.313,0.264,0.15,94.5,93.8,9.16,0.739,0.0816,1027,0.680,NA
14-May-2009,11:45:32,MiddleRd,16.91,0.315,0.266,0.15,95.2,94.4,9.21,0.848,0.0816,1027,0.789,NA
14-May-2009,12:00:32,MiddleRd,16.98,0.318,0.269,0.15,95.9,95.1,9.26,0.960,0.0816,1026,0.912,NA
14-May-2009,12:15:32,MiddleRd,17.06,0.324,0.275,0.16,97.0,96.3,9.36,1.075,0.0816,1026,1.027,NA
14-May-2009,12:30:32,MiddleRd,17.12,0.333,0.283,0.16,98.2,97.5,9.46,1.200,0.0816,1026,1.152,NA
14-May-2009,12:45:32,MiddleRd,17.14,0.340,0.289,0.16,99.2,98.5,9.55,1.335,0.0816,1025,1.297,NA
14-May-2009,13:00:32,MiddleRd,17.13,0.351,0.298,0.17,99.7,98.9,9.60,1.471,0.0816,1025,1.433,NA
14-May-2009,13:15:32,MiddleRd,17.08,0.368,0.312,0.18,99.9,99.1,9.63,1.618,0.0816,1025,1.580,NA
14-May-2009,13:30:32,MiddleRd,17.05,0.392,0.332,0.19,100.0,99.2,9.64,1.770,0.0816,1025,1.732,NA
14-May-2009,13:45:32,MiddleRd,17.07,0.417,0.354,0.20,100.1,99.4,9.65,1.931,0.0816,1024,1.903,NA
14-May-2009,14:00:32,MiddleRd,17.11,0.477,0.405,0.23,100.1,99.3,9.64,2.083,0.0816,1024,2.055,NA
14-May-2009,14:15:32,MiddleRd,17.14,0.554,0.471,0.27,100.1,99.4,9.63,2.234,0.0816,1024,2.206,NA
14-May-2009,14:30:32,MiddleRd,17.17,0.676,0.575,0.33,99.7,99.0,9.59,2.373,0.0816,1024,2.345,NA
14-May-2009,14:45:32,MiddleRd,17.18,0.843,0.717,0.42,99.3,98.6,9.54,2.492,0.0816,1023,2.474,NA
14-May-2009,15:00:32,MiddleRd,17.18,1.077,0.916,0.54,99.1,98.4,9.52,2.598,0.0816,1023,2.580,NA
14-May-2009,15:15:32,MiddleRd,17.14,1.662,1.413,0.84,98.7,98.0,9.47,2.671,0.0816,1023,2.653,NA
14-May-2009,15:30:32,MiddleRd,17.10,2.213,1.879,1.14,98.3,97.6,9.42,2.714,0.0816,1022,2.706,NA
14-May-2009,15:45:32,MiddleRd,17.01,3.264,2.766,1.72,97.1,96.3,9.28,2.729,0.0816,1022,2.721,NA
14-May-2009,16:00:32,MiddleRd,16.98,3.599,3.048,1.90,96.3,95.5,9.20,2.692,0.0816,1022,2.684,NA
14-May-2009,16:15:32,MiddleRd,17.12,2.268,1.926,1.17,98.4,97.7,9.42,2.609,0.0816,1022,2.601,NA
14-May-2009,16:30:32,MiddleRd,17.10,2.294,1.948,1.18,98.6,97.8,9.44,2.519,0.0816,1022,2.511,NA
14-May-2009,16:45:32,MiddleRd,17.12,1.945,1.652,1.00,98.7,97.9,9.46,2.411,0.0816,1022,2.403,NA
14-May-2009,17:00:32,MiddleRd,17.14,1.573,1.336,0.80,99.1,98.3,9.51,2.311,0.0816,1022,2.303,NA
14-May-2009,17:15:32,MiddleRd,17.14,1.317,1.119,0.66,99.2,98.5,9.53,2.218,0.0816,1022,2.210,NA
14-May-2009,17:30:32,MiddleRd,17.13,1.094,0.930,0.55,99.5,98.7,9.56,2.131,0.0816,1022,2.123,NA
14-May-2009,17:45:32,MiddleRd,17.12,0.951,0.808,0.47,99.5,98.7,9.57,2.049,0.0816,1022,2.041,NA
14-May-2009,18:00:32,MiddleRd,17.11,0.823,0.699,0.41,99.7,98.9,9.59,1.963,0.0816,1022,1.955,NA
14-May-2009,18:15:32,MiddleRd,17.09,0.703,0.597,0.34,99.8,99.0,9.61,1.861,0.0816,1023,1.843,NA
14-May-2009,18:30:32,MiddleRd,17.07,0.625,0.530,0.31,99.8,99.0,9.61,1.762,0.0816,1023,1.744,NA
14-May-2009,18:45:32,MiddleRd,17.05,0.543,0.461,0.26,99.8,99.0,9.62,1.658,0.0816,1023,1.640,NA
14-May-2009,19:00:32,MiddleRd,17.03,0.487,0.412,0.24,99.8,99.0,9.63,1.558,0.0816,1023,1.540,NA
14-May-2009,19:15:32,MiddleRd,17.02,0.445,0.377,0.22,99.7,98.9,9.62,1.466,0.0816,1023,1.448,NA
14-May-2009,19:30:32,MiddleRd,16.99,0.414,0.351,0.20,99.3,98.5,9.58,1.377,0.0816,1023,1.359,NA
14-May-2009,19:45:32,MiddleRd,16.98,0.388,0.328,0.19,99.0,98.3,9.56,1.285,0.0816,1024,1.257,NA
